Paiva;Kuukausi;Viikko;vpnimi;Tunti;Vedenkulutus;yli_alle
24;4;16;su;02;0.01;1
24;4;16;su;03;0;1
24;4;16;su;04;0.05;0
25;4;17;ma;01;0.01;1
25;4;17;ma;02;0.01;1
25;4;17;ma;03;0.01;1
25;4;17;ma;04;0.03;0
26;4;17;ti;01;0.01;1
26;4;17;ti;02;0.01;1
26;4;17;ti;03;0.02;1
26;4;17;ti;04;0.05;0
27;4;17;ke;01;0;1
27;4;17;ke;02;0.01;1
27;4;17;ke;03;0.01;1
27;4;17;ke;04;0.05;0
28;4;17;to;01;0.01;1
28;4;17;to;02;0.01;1
28;4;17;to;03;0.01;1
28;4;17;to;04;0.05;0
29;4;17;pe;01;0.05;0
29;4;17;pe;02;0;1
29;4;17;pe;03;0.01;1
29;4;17;pe;04;0.02;1
30;4;17;la;01;0.06;0
30;4;17;la;02;0.03;0
30;4;17;la;03;0.01;1
30;4;17;la;04;0.03;0
1;5;17;su;01;0.02;1
1;5;17;su;02;0.05;0
1;5;17;su;03;0.03;0
1;5;17;su;04;0.02;1
2;5;18;ma;01;0.03;0
2;5;18;ma;02;0;1
2;5;18;ma;03;0.02;1
2;5;18;ma;04;0.09;0
3;5;18;ti;01;0.01;1
3;5;18;ti;02;0.03;0
3;5;18;ti;03;0.01;1
3;5;18;ti;04;0.08;0
4;5;18;ke;01;0;1
4;5;18;ke;02;0.01;1
4;5;18;ke;03;0.03;0
4;5;18;ke;04;0.12;0
5;5;18;to;01;0.01;1
5;5;18;to;02;0.04;0
5;5;18;to;03;0;1
5;5;18;to;04;0.13;0
6;5;18;pe;01;0.02;1
6;5;18;pe;02;0.02;1
6;5;18;pe;03;0;1
6;5;18;pe;04;0.15;0
7;5;18;la;01;0.02;1
7;5;18;la;02;0.03;0
7;5;18;la;03;0.01;1
7;5;18;la;04;0.03;0
8;5;18;su;01;0.06;0
8;5;18;su;02;0.04;0
8;5;18;su;03;0.03;0
8;5;18;su;04;0.04;0
9;5;19;ma;01;0;1
9;5;19;ma;02;0.02;1
9;5;19;ma;03;0.03;0
9;5;19;ma;04;0.01;1
10;5;19;ti;01;0;1
10;5;19;ti;02;0;1
10;5;19;ti;03;0.1;0
10;5;19;ti;04;0.05;0
11;5;19;ke;01;0.01;1
11;5;19;ke;02;0.01;1
11;5;19;ke;03;0.01;1
11;5;19;ke;04;0.06;0
12;5;19;to;01;0.01;1
12;5;19;to;02;0.02;1
12;5;19;to;03;0;1
12;5;19;to;04;0.1;0
13;5;19;pe;01;0.01;1
13;5;19;pe;02;0.02;1
13;5;19;pe;03;0.02;1
13;5;19;pe;04;0.03;0
14;5;19;la;01;0.02;1
14;5;19;la;02;0.04;0
14;5;19;la;03;0.03;0
14;5;19;la;04;0.01;1
15;5;19;su;01;0.03;0
15;5;19;su;02;0.03;0
15;5;19;su;03;0.02;1
15;5;19;su;04;0.01;1
16;5;20;ma;01;0.02;1
16;5;20;ma;02;0.01;1
16;5;20;ma;03;0.01;1
16;5;20;ma;04;0.17;0
17;5;20;ti;01;0;1
17;5;20;ti;02;0.02;1
17;5;20;ti;03;0.03;0
17;5;20;ti;04;0.11;0
18;5;20;ke;01;0.01;1
18;5;20;ke;02;0;1
18;5;20;ke;03;0.03;0
18;5;20;ke;04;0.1;0
19;5;20;to;01;0.03;0
19;5;20;to;02;0.03;0
19;5;20;to;03;0.03;0
19;5;20;to;04;0.16;0
20;5;20;pe;01;0.01;1
20;5;20;pe;02;0.01;1
20;5;20;pe;03;0.03;0
20;5;20;pe;04;0.12;0
21;5;20;la;01;0.02;1
21;5;20;la;02;0.06;0
21;5;20;la;03;0.01;1
21;5;20;la;04;0.03;0
22;5;20;su;01;0.03;0
22;5;20;su;02;0.06;0
22;5;20;su;03;0.03;0
22;5;20;su;04;0.03;0
23;5;21;ma;01;0.02;1
23;5;21;ma;02;0;1
23;5;21;ma;03;0.07;0
23;5;21;ma;04;0.11;0
24;5;21;ti;01;0.01;1
24;5;21;ti;02;0.01;1
24;5;21;ti;03;0.02;1
24;5;21;ti;04;0.1;0
25;5;21;ke;01;0.01;1
25;5;21;ke;02;0.02;1
25;5;21;ke;03;0.03;0
25;5;21;ke;04;0.05;0
26;5;21;to;01;0;1
26;5;21;to;02;0.04;0
26;5;21;to;03;0.04;0
26;5;21;to;04;0.07;0
27;5;21;pe;01;0.01;1
27;5;21;pe;02;0.01;1
27;5;21;pe;03;0.01;1
27;5;21;pe;04;0.02;1
28;5;21;la;01;0.04;0
28;5;21;la;02;0.01;1
28;5;21;la;03;0.02;1
28;5;21;la;04;0.04;0
29;5;21;su;01;0;1
29;5;21;su;02;0.06;0
29;5;21;su;03;0.01;1
29;5;21;su;04;0.03;0
30;5;22;ma;01;0.06;0
30;5;22;ma;02;0.01;1
30;5;22;ma;03;0.02;1
30;5;22;ma;04;0.02;1
31;5;22;ti;01;0.02;1
31;5;22;ti;02;0.02;1
31;5;22;ti;03;0.05;0
31;5;22;ti;04;0.03;0
1;6;22;ke;01;0.01;1
1;6;22;ke;02;0.02;1
1;6;22;ke;03;0.02;1
1;6;22;ke;04;0.02;1
2;6;22;to;01;0;1
2;6;22;to;02;0.01;1
2;6;22;to;03;0.04;0
2;6;22;to;04;0.03;0
3;6;22;pe;01;0.02;1
3;6;22;pe;02;0.01;1
3;6;22;pe;03;0.05;0
3;6;22;pe;04;0.03;0
4;6;22;la;01;0.02;1
4;6;22;la;02;0.02;1
4;6;22;la;03;0.01;1
4;6;22;la;04;0.02;1
5;6;22;su;01;0.05;0
5;6;22;su;02;0.01;1
5;6;22;su;03;0.03;0
5;6;22;su;04;0.01;1
6;6;23;ma;01;0.04;0
6;6;23;ma;02;0.05;0
6;6;23;ma;03;0.01;1
6;6;23;ma;04;0.04;0
7;6;23;ti;01;0.01;1
7;6;23;ti;02;0.05;0
7;6;23;ti;03;0;1
7;6;23;ti;04;0.05;0
8;6;23;ke;01;0.06;0
8;6;23;ke;02;0.01;1
8;6;23;ke;03;0.01;1
8;6;23;ke;04;0.08;0
9;6;23;to;01;0;1
9;6;23;to;02;0.04;0
9;6;23;to;03;0.02;1
9;6;23;to;04;0.04;0
10;6;23;pe;01;0.02;1
10;6;23;pe;02;0.05;0
10;6;23;pe;03;0.03;0
10;6;23;pe;04;0.04;0
11;6;23;la;01;0.05;0
11;6;23;la;02;0.05;0
11;6;23;la;03;0.02;1
11;6;23;la;04;0.07;0
12;6;23;su;01;0.05;0
12;6;23;su;02;0.05;0
12;6;23;su;03;0.12;0
12;6;23;su;04;0.02;1
13;6;24;ma;01;0;1
13;6;24;ma;02;0.02;1
13;6;24;ma;03;0.01;1
13;6;24;ma;04;0.04;0
14;6;24;ti;01;0;1
14;6;24;ti;02;0.01;1
14;6;24;ti;03;0.06;0
14;6;24;ti;04;0.03;0
15;6;24;ke;01;0;1
15;6;24;ke;02;0;1
15;6;24;ke;03;0.06;0
15;6;24;ke;04;0.05;0
16;6;24;to;01;0.01;1
16;6;24;to;02;0.01;1
16;6;24;to;03;0.06;0
16;6;24;to;04;0.03;0
17;6;24;pe;01;0.03;0
17;6;24;pe;02;0.03;0
17;6;24;pe;03;0.02;1
17;6;24;pe;04;0.05;0
18;6;24;la;01;0.01;1
18;6;24;la;02;0.04;0
18;6;24;la;03;0.07;0
18;6;24;la;04;0.01;1
19;6;24;su;01;0.01;1
19;6;24;su;02;0.06;0
19;6;24;su;03;0.02;1
19;6;24;su;04;0.01;1
20;6;25;ma;01;0;1
20;6;25;ma;02;0.08;0
20;6;25;ma;03;0.08;0
20;6;25;ma;04;0.11;0
21;6;25;ti;01;0.01;1
21;6;25;ti;02;0.01;1
21;6;25;ti;03;0.04;0
21;6;25;ti;04;0.19;0
22;6;25;ke;01;0.02;1
22;6;25;ke;02;0.01;1
22;6;25;ke;03;0.02;1
22;6;25;ke;04;0.16;0
23;6;25;to;01;0.02;1
23;6;25;to;02;0;1
23;6;25;to;03;0.03;0
23;6;25;to;04;0.24;0
24;6;25;pe;01;0.02;1
24;6;25;pe;02;0.02;1
24;6;25;pe;03;0.04;0
24;6;25;pe;04;0.01;1
25;6;25;la;01;0.06;0
25;6;25;la;02;0.05;0
25;6;25;la;03;0.09;0
25;6;25;la;04;0;1
26;6;25;su;01;0.02;1
26;6;25;su;02;0.02;1
26;6;25;su;03;0.02;1
26;6;25;su;04;0.05;0
27;6;26;ma;01;0.03;0
27;6;26;ma;02;0.1;0
27;6;26;ma;03;0;1
27;6;26;ma;04;0.04;0
28;6;26;ti;01;0.01;1
28;6;26;ti;02;0;1
28;6;26;ti;03;0.02;1
28;6;26;ti;04;0.08;0
29;6;26;ke;01;0.03;0
29;6;26;ke;02;0.02;1
29;6;26;ke;03;0.03;0
29;6;26;ke;04;0.05;0
30;6;26;to;01;0.02;1
30;6;26;to;02;0.01;1
30;6;26;to;03;0.03;0
30;6;26;to;04;0.14;0
1;7;26;pe;01;0.03;0
1;7;26;pe;02;0.03;0
1;7;26;pe;03;0.06;0
1;7;26;pe;04;0.08;0
2;7;26;la;01;0.01;1
2;7;26;la;02;0.01;1
2;7;26;la;03;0.03;0
2;7;26;la;04;0.08;0
3;7;26;su;01;0.02;1
3;7;26;su;02;0.03;0
3;7;26;su;03;0.05;0
3;7;26;su;04;0.03;0
4;7;27;ma;01;0.06;0
4;7;27;ma;02;0.05;0
4;7;27;ma;03;0.16;0
4;7;27;ma;04;0.06;0
5;7;27;ti;01;0;1
5;7;27;ti;02;0.01;1
5;7;27;ti;03;0.04;0
5;7;27;ti;04;0.2;0
6;7;27;ke;01;0;1
6;7;27;ke;02;0.05;0
6;7;27;ke;03;0.06;0
6;7;27;ke;04;0.13;0
7;7;27;to;01;0.01;1
7;7;27;to;02;0.02;1
7;7;27;to;03;0;1
7;7;27;to;04;0.18;0
8;7;27;pe;01;0.01;1
8;7;27;pe;02;0.03;0
8;7;27;pe;03;0.03;0
8;7;27;pe;04;0.15;0
9;7;27;la;01;0;1
9;7;27;la;02;0.03;0
9;7;27;la;03;0.04;0
9;7;27;la;04;0.04;0
10;7;27;su;01;0.04;0
10;7;27;su;02;0.03;0
10;7;27;su;03;0.02;1
10;7;27;su;04;0.02;1
11;7;28;ma;01;0.08;0
11;7;28;ma;02;0.05;0
11;7;28;ma;03;0.03;0
11;7;28;ma;04;0;1
12;7;28;ti;01;0.03;0
12;7;28;ti;02;0.01;1
12;7;28;ti;03;0.02;1
12;7;28;ti;04;0.04;0
13;7;28;ke;01;0.01;1
13;7;28;ke;02;0;1
13;7;28;ke;03;0.02;1
13;7;28;ke;04;0.05;0
14;7;28;to;01;0.03;0
14;7;28;to;02;0.03;0
14;7;28;to;03;0.06;0
14;7;28;to;04;0.04;0
15;7;28;pe;01;0.03;0
15;7;28;pe;02;0.05;0
15;7;28;pe;03;0.05;0
15;7;28;pe;04;0.03;0
16;7;28;la;01;0.03;0
16;7;28;la;02;0;1
16;7;28;la;03;0.06;0
16;7;28;la;04;0.13;0
17;7;28;su;01;0.02;1
17;7;28;su;02;0.01;1
17;7;28;su;03;0.05;0
17;7;28;su;04;0.11;0
18;7;29;ma;01;0.02;1
18;7;29;ma;02;0;1
18;7;29;ma;03;0.06;0
18;7;29;ma;04;0.2;0
19;7;29;ti;01;0.05;0
19;7;29;ti;02;0.02;1
19;7;29;ti;03;0.03;0
19;7;29;ti;04;0.12;0
20;7;29;ke;01;0.03;0
20;7;29;ke;02;0.02;1
20;7;29;ke;03;0.06;0
20;7;29;ke;04;0.08;0
21;7;29;to;01;0.02;1
21;7;29;to;02;0.03;0
21;7;29;to;03;0.04;0
21;7;29;to;04;0.1;0
22;7;29;pe;01;0.01;1
22;7;29;pe;02;0.03;0
22;7;29;pe;03;0.02;1
22;7;29;pe;04;0.1;0
23;7;29;la;01;0.08;0
23;7;29;la;02;0.02;1
23;7;29;la;03;0.04;0
23;7;29;la;04;0.17;0
24;7;29;su;01;0.02;1
24;7;29;su;02;0.04;0
24;7;29;su;03;0.02;1
24;7;29;su;04;0.04;0
25;7;30;ma;01;0.02;1
25;7;30;ma;02;0.02;1
25;7;30;ma;03;0.04;0
25;7;30;ma;04;0.05;0
26;7;30;ti;01;0.02;1
26;7;30;ti;02;0.02;1
26;7;30;ti;03;0.06;0
26;7;30;ti;04;0.01;1
27;7;30;ke;01;0.02;1
27;7;30;ke;02;0.01;1
27;7;30;ke;03;0.09;0
27;7;30;ke;04;0.03;0
28;7;30;to;01;0;1
28;7;30;to;02;0.03;0
28;7;30;to;03;0.06;0
28;7;30;to;04;0.03;0
29;7;30;pe;01;0;1
29;7;30;pe;02;0.04;0
29;7;30;pe;03;0.03;0
29;7;30;pe;04;0.01;1
30;7;30;la;01;0.01;1
30;7;30;la;02;0.07;0
30;7;30;la;03;0.05;0
30;7;30;la;04;0.06;0
31;7;30;su;01;0.01;1
31;7;30;su;02;0.01;1
31;7;30;su;03;0.04;0
31;7;30;su;04;0.15;0
1;8;31;ma;01;0.02;1
1;8;31;ma;02;0;1
1;8;31;ma;03;0.03;0
1;8;31;ma;04;0.17;0
2;8;31;ti;01;0;1
2;8;31;ti;02;0;1
2;8;31;ti;03;0.01;1
2;8;31;ti;04;0.12;0
3;8;31;ke;01;0.01;1
3;8;31;ke;02;0;1
3;8;31;ke;03;0.01;1
3;8;31;ke;04;0.11;0
4;8;31;to;01;0.01;1
4;8;31;to;02;0.02;1
4;8;31;to;03;0;1
4;8;31;to;04;0.07;0
5;8;31;pe;01;0.02;1
5;8;31;pe;02;0.02;1
5;8;31;pe;03;0.03;0
5;8;31;pe;04;0.16;0
6;8;31;la;01;0.05;0
6;8;31;la;02;0.02;1
6;8;31;la;03;0.1;0
6;8;31;la;04;0.03;0
7;8;31;su;01;0;1
7;8;31;su;02;0.18;0
7;8;31;su;03;0.01;1
7;8;31;su;04;0.03;0
8;8;32;ma;01;0.04;0
8;8;32;ma;02;0.03;0
8;8;32;ma;03;0.01;1
8;8;32;ma;04;0.05;0
9;8;32;ti;01;0.01;1
9;8;32;ti;02;0.01;1
9;8;32;ti;03;0.01;1
9;8;32;ti;04;0.03;0
10;8;32;ke;01;0;1
10;8;32;ke;02;0.01;1
10;8;32;ke;03;0.01;1
10;8;32;ke;04;0.03;0
11;8;32;to;01;0.01;1
11;8;32;to;02;0.01;1
11;8;32;to;03;0.01;1
11;8;32;to;04;0.06;0
12;8;32;pe;01;0.03;0
12;8;32;pe;02;0;1
12;8;32;pe;03;0.01;1
12;8;32;pe;04;0.01;1
13;8;32;la;01;0.01;1
13;8;32;la;02;0.05;0
13;8;32;la;03;0.01;1
13;8;32;la;04;0;1
14;8;32;su;01;0.02;1
14;8;32;su;02;0.05;0
14;8;32;su;03;0.02;1
14;8;32;su;04;0.03;0
15;8;33;ma;01;0.01;1
15;8;33;ma;02;0;1
15;8;33;ma;03;0.01;1
15;8;33;ma;04;0.11;0
16;8;33;ti;01;0.01;1
16;8;33;ti;02;0;1
16;8;33;ti;03;0.01;1
16;8;33;ti;04;0.08;0
17;8;33;ke;01;0.01;1
17;8;33;ke;02;0.03;0
17;8;33;ke;03;0.01;1
17;8;33;ke;04;0.08;0
18;8;33;to;01;0.02;1
18;8;33;to;02;0;1
18;8;33;to;03;0.01;1
18;8;33;to;04;0.1;0
19;8;33;pe;01;0.02;1
19;8;33;pe;02;0.01;1
19;8;33;pe;03;0.01;1
19;8;33;pe;04;0.08;0
20;8;33;la;01;0.02;1
20;8;33;la;02;0;1
20;8;33;la;03;0.01;1
20;8;33;la;04;0.03;0
21;8;33;su;01;0.03;0
21;8;33;su;02;0;1
21;8;33;su;03;0.01;1
21;8;33;su;04;0.03;0
22;8;34;ma;01;0.02;1
22;8;34;ma;02;0.02;1
22;8;34;ma;03;0.07;0
22;8;34;ma;04;0.02;1
23;8;34;ti;01;0.01;1
23;8;34;ti;02;0;1
23;8;34;ti;03;0.04;0
23;8;34;ti;04;0.06;0
24;8;34;ke;01;0.01;1
24;8;34;ke;02;0.02;1
24;8;34;ke;03;0;1
24;8;34;ke;04;0.03;0
25;8;34;to;01;0.01;1
25;8;34;to;02;0.01;1
25;8;34;to;03;0.03;0
25;8;34;to;04;0.05;0
26;8;34;pe;01;0.02;1
26;8;34;pe;02;0.01;1
26;8;34;pe;03;0.03;0
26;8;34;pe;04;0.02;1
27;8;34;la;01;0.01;1
27;8;34;la;02;0.06;0
27;8;34;la;03;0.02;1
27;8;34;la;04;0.09;0
28;8;34;su;01;0.04;0
28;8;34;su;02;0.03;0
28;8;34;su;03;0.04;0
28;8;34;su;04;0.06;0
29;8;35;ma;01;0.02;1
29;8;35;ma;02;0.03;0
29;8;35;ma;03;0.02;1
29;8;35;ma;04;0.08;0
30;8;35;ti;01;0.01;1
30;8;35;ti;02;0.01;1
30;8;35;ti;03;0;1
30;8;35;ti;04;0.1;0
31;8;35;ke;01;0;1
31;8;35;ke;02;0;1
31;8;35;ke;03;0.03;0
31;8;35;ke;04;0.14;0
1;9;35;to;01;0.09;0
1;9;35;to;02;0.01;1
1;9;35;to;03;0.04;0
1;9;35;to;04;0.11;0
2;9;35;pe;01;0.03;0
2;9;35;pe;02;0.02;1
2;9;35;pe;03;0.01;1
2;9;35;pe;04;0.12;0
3;9;35;la;01;0;1
3;9;35;la;02;0.13;0
3;9;35;la;03;0.01;1
3;9;35;la;04;0.04;0
4;9;35;su;01;0.01;1
4;9;35;su;02;0.01;1
4;9;35;su;03;0.03;0
4;9;35;su;04;0.04;0
5;9;36;ma;01;0.01;1
5;9;36;ma;02;0.04;0
5;9;36;ma;03;0.01;1
5;9;36;ma;04;0.05;0
6;9;36;ti;01;0;1
6;9;36;ti;02;0.01;1
6;9;36;ti;03;0.02;1
6;9;36;ti;04;0.03;0
7;9;36;ke;01;0.01;1
7;9;36;ke;02;0.01;1
7;9;36;ke;03;0;1
7;9;36;ke;04;0.1;0
8;9;36;to;01;0.01;1
8;9;36;to;02;0;1
8;9;36;to;03;0.03;0
8;9;36;to;04;0.03;0
9;9;36;pe;01;0;1
9;9;36;pe;02;0;1
9;9;36;pe;03;0.01;1
9;9;36;pe;04;0.02;1
10;9;36;la;01;0.02;1
10;9;36;la;02;0.05;0
10;9;36;la;03;0.01;1
10;9;36;la;04;0.02;1
11;9;36;su;01;0.01;1
11;9;36;su;02;0.01;1
11;9;36;su;03;0.03;0
11;9;36;su;04;0.01;1
12;9;37;ma;01;0;1
12;9;37;ma;02;0.01;1
12;9;37;ma;03;0.03;0
12;9;37;ma;04;0.07;0
13;9;37;ti;01;0.02;1
13;9;37;ti;02;0.02;1
13;9;37;ti;03;0.01;1
13;9;37;ti;04;0.15;0
14;9;37;ke;01;0.04;0
14;9;37;ke;02;0.01;1
14;9;37;ke;03;0.03;0
14;9;37;ke;04;0.13;0
15;9;37;to;01;0.05;0
15;9;37;to;02;0;1
15;9;37;to;03;0.03;0
15;9;37;to;04;0.14;0
16;9;37;pe;01;0.03;0
16;9;37;pe;02;0;1
16;9;37;pe;03;0.04;0
16;9;37;pe;04;0.11;0
17;9;37;la;01;0.04;0
17;9;37;la;02;0.03;0
17;9;37;la;03;0.04;0
17;9;37;la;04;0.01;1
18;9;37;su;01;0.04;0
18;9;37;su;02;0.02;1
18;9;37;su;03;0.02;1
18;9;37;su;04;0.02;1
19;9;38;ma;01;0.01;1
19;9;38;ma;02;0.03;0
19;9;38;ma;03;0.01;1
19;9;38;ma;04;0.04;0
20;9;38;ti;01;0.03;0
20;9;38;ti;02;0.02;1
20;9;38;ti;03;0.01;1
20;9;38;ti;04;0.07;0
21;9;38;ke;01;0.04;0
21;9;38;ke;02;0.02;1
21;9;38;ke;03;0.01;1
21;9;38;ke;04;0.07;0
22;9;38;to;01;0.01;1
22;9;38;to;02;0;1
22;9;38;to;03;0.01;1
22;9;38;to;04;0.06;0
23;9;38;pe;01;0.03;0
23;9;38;pe;02;0;1
23;9;38;pe;03;0.02;1
23;9;38;pe;04;0.06;0
24;9;38;la;01;0.03;0
24;9;38;la;02;0.02;1
24;9;38;la;03;0.05;0
24;9;38;la;04;0.12;0
25;9;38;su;01;0.01;1
25;9;38;su;02;0.05;0
25;9;38;su;03;0.01;1
25;9;38;su;04;0.05;0
26;9;39;ma;01;0.01;1
26;9;39;ma;02;0.01;1
26;9;39;ma;03;0.01;1
26;9;39;ma;04;0.12;0
27;9;39;ti;01;0;1
27;9;39;ti;02;0.08;0
27;9;39;ti;03;0;1
27;9;39;ti;04;0.13;0
28;9;39;ke;01;0.02;1
28;9;39;ke;02;0.06;0
28;9;39;ke;03;0.01;1
28;9;39;ke;04;0.1;0
29;9;39;to;01;0;1
29;9;39;to;02;0.03;0
29;9;39;to;03;0.03;0
29;9;39;to;04;0.05;0
30;9;39;pe;01;0.06;0
30;9;39;pe;02;0;1
30;9;39;pe;03;0.04;0
30;9;39;pe;04;0.08;0
1;10;39;la;01;0.01;1
1;10;39;la;02;0.07;0
1;10;39;la;03;0.05;0
1;10;39;la;04;0.03;0
2;10;39;su;01;0.09;0
2;10;39;su;02;0.04;0
2;10;39;su;03;0.03;0
2;10;39;su;04;0.03;0
3;10;40;ma;01;0.01;1
3;10;40;ma;02;0.02;1
3;10;40;ma;03;0.01;1
3;10;40;ma;04;0.03;0
4;10;40;ti;01;0.03;0
4;10;40;ti;02;0.06;0
4;10;40;ti;03;0.03;0
4;10;40;ti;04;0.04;0
5;10;40;ke;01;0.04;0
5;10;40;ke;02;0;1
5;10;40;ke;03;0.03;0
5;10;40;ke;04;0.03;0
6;10;40;to;01;0.01;1
6;10;40;to;02;0.01;1
6;10;40;to;03;0.02;1
6;10;40;to;04;0.03;0
7;10;40;pe;01;0.01;1
7;10;40;pe;02;0.01;1
7;10;40;pe;03;0.01;1
7;10;40;pe;04;0.06;0
8;10;40;la;01;0.08;0
8;10;40;la;02;0.03;0
8;10;40;la;03;0.06;0
8;10;40;la;04;0.05;0
9;10;40;su;01;0.04;0
9;10;40;su;02;0.03;0
9;10;40;su;03;0.02;1
9;10;40;su;04;0.01;1
10;10;41;ma;01;0.02;1
10;10;41;ma;02;0.01;1
10;10;41;ma;03;0.02;1
10;10;41;ma;04;0.06;0
11;10;41;ti;01;0;1
11;10;41;ti;02;0.02;1
11;10;41;ti;03;0;1
11;10;41;ti;04;0.12;0
12;10;41;ke;01;0.04;0
12;10;41;ke;02;0.01;1
12;10;41;ke;03;0.04;0
12;10;41;ke;04;0.11;0
13;10;41;to;01;0.03;0
13;10;41;to;02;0;1
13;10;41;to;03;0.02;1
13;10;41;to;04;0.05;0
14;10;41;pe;01;0.02;1
14;10;41;pe;02;0.03;0
14;10;41;pe;03;0.03;0
14;10;41;pe;04;0.11;0
15;10;41;la;01;0;1
15;10;41;la;02;0.01;1
15;10;41;la;03;0;1
15;10;41;la;04;0.02;1
16;10;41;su;01;0.02;1
16;10;41;su;02;0.04;0
16;10;41;su;03;0.03;0
16;10;41;su;04;0.02;1
17;10;42;ma;01;0;1
17;10;42;ma;02;0.09;0
17;10;42;ma;03;0.02;1
17;10;42;ma;04;0.04;0
18;10;42;ti;01;0.01;1
18;10;42;ti;02;0.01;1
18;10;42;ti;03;0.04;0
18;10;42;ti;04;0.13;0
19;10;42;ke;01;0.02;1
19;10;42;ke;02;0.02;1
19;10;42;ke;03;0.03;0
19;10;42;ke;04;0.04;0
20;10;42;to;01;0.02;1
20;10;42;to;02;0.03;0
20;10;42;to;03;0.03;0
20;10;42;to;04;0.01;1
21;10;42;pe;01;0.01;1
21;10;42;pe;02;0.04;0
21;10;42;pe;03;0.04;0
21;10;42;pe;04;0.02;1
22;10;42;la;01;0.08;0
22;10;42;la;02;0.02;1
22;10;42;la;03;0.04;0
22;10;42;la;04;0.02;1
23;10;42;su;01;0.04;0
23;10;42;su;02;0.03;0
23;10;42;su;03;0.05;0
23;10;42;su;04;0.08;0
24;10;43;ma;01;0.02;1
24;10;43;ma;02;0.01;1
24;10;43;ma;03;0.01;1
24;10;43;ma;04;0.12;0
25;10;43;ti;01;0.04;0
25;10;43;ti;02;0;1
25;10;43;ti;03;0.02;1
25;10;43;ti;04;0.06;0
26;10;43;ke;01;0.04;0
26;10;43;ke;02;0.02;1
26;10;43;ke;03;0;1
26;10;43;ke;04;0.09;0
27;10;43;to;01;0.01;1
27;10;43;to;02;0;1
27;10;43;to;03;0.02;1
27;10;43;to;04;0.11;0
28;10;43;pe;01;0.03;0
28;10;43;pe;02;0.02;1
28;10;43;pe;03;0;1
28;10;43;pe;04;0.1;0
29;10;43;la;01;0.01;1
29;10;43;la;02;0;1
29;10;43;la;03;0.02;1
29;10;43;la;04;0.06;0
30;10;43;su;01;0.01;1
30;10;43;su;02;0.01;1
30;10;43;su;03;0.02;1
30;10;43;su;04;0.04;0
31;10;44;ma;01;0.07;0
31;10;44;ma;02;0.01;1
31;10;44;ma;03;0.01;1
31;10;44;ma;04;0.01;1
1;11;44;ti;01;0.07;0
1;11;44;ti;02;0.02;1
1;11;44;ti;03;0.01;1
1;11;44;ti;04;0.01;1
2;11;44;ke;01;0.04;0
2;11;44;ke;02;0.06;0
2;11;44;ke;03;0.03;0
2;11;44;ke;04;0.02;1
3;11;44;to;01;0.04;0
3;11;44;to;02;0.03;0
3;11;44;to;03;0.01;1
3;11;44;to;04;0.01;1
4;11;44;pe;01;0.06;0
4;11;44;pe;02;0.1;0
4;11;44;pe;03;0.02;1
4;11;44;pe;04;0.01;1
5;11;44;la;01;0.05;0
5;11;44;la;02;0.01;1
5;11;44;la;03;0.09;0
5;11;44;la;04;0.04;0
6;11;44;su;01;0.09;0
6;11;44;su;02;0.02;1
6;11;44;su;03;0.07;0
6;11;44;su;04;0.04;0
7;11;45;ma;01;0.06;0
7;11;45;ma;02;0.03;0
7;11;45;ma;03;0.01;1
7;11;45;ma;04;0.02;1
8;11;45;ti;01;0.07;0
8;11;45;ti;02;0.04;0
8;11;45;ti;03;0;1
8;11;45;ti;04;0.01;1
9;11;45;ke;01;0.05;0
9;11;45;ke;02;0.02;1
9;11;45;ke;03;0.03;0
9;11;45;ke;04;0;1
10;11;45;to;01;0.03;0
10;11;45;to;02;0.03;0
10;11;45;to;03;0.02;1
10;11;45;to;04;0;1
11;11;45;pe;01;0.08;0
11;11;45;pe;02;0.18;0
11;11;45;pe;03;0.01;1
11;11;45;pe;04;0.01;1
12;11;45;la;01;0.07;0
12;11;45;la;02;0.04;0
12;11;45;la;03;0.03;0
12;11;45;la;04;0.09;0
13;11;45;su;01;0.05;0
13;11;45;su;02;0.03;0
13;11;45;su;03;0.02;1
13;11;45;su;04;0.04;0
14;11;46;ma;01;0.03;0
14;11;46;ma;02;0.05;0
14;11;46;ma;03;0.05;0
14;11;46;ma;04;0.01;1
15;11;46;ti;01;0.05;0
15;11;46;ti;02;0.04;0
15;11;46;ti;03;0;1
15;11;46;ti;04;0.02;1
16;11;46;ke;01;0.07;0
16;11;46;ke;02;0.07;0
16;11;46;ke;03;0.02;1
16;11;46;ke;04;0.01;1
17;11;46;to;01;0.05;0
17;11;46;to;02;0.04;0
17;11;46;to;03;0.02;1
17;11;46;to;04;0.01;1
18;11;46;pe;01;0.03;0
18;11;46;pe;02;0.04;0
18;11;46;pe;03;0.02;1
18;11;46;pe;04;0.01;1
19;11;46;la;01;0.05;0
19;11;46;la;02;0.05;0
19;11;46;la;03;0.01;1
19;11;46;la;04;0.03;0
20;11;46;su;01;0.04;0
20;11;46;su;02;0.01;1
20;11;46;su;03;0.04;0
20;11;46;su;04;0.02;1
21;11;47;ma;01;0.02;1
21;11;47;ma;02;0.04;0
21;11;47;ma;03;0.03;0
21;11;47;ma;04;0.02;1
22;11;47;ti;01;0.01;1
22;11;47;ti;02;0.05;0
22;11;47;ti;03;0.02;1
22;11;47;ti;04;0.06;0
23;11;47;ke;01;0.07;0
